24,irc-20,depins,0,0x5f9f69358951630bB3434ad6F1cB2Cb6bFfD9101,162000
25,irc-20,depins,1541600,0x8a6375Ca299c51fAE45110ABc9140b7Be49b5D8b,20000
26,irc-20,depins,0,0xC01Bbb851E8a08339cB991612b2D3C93D42be80D,1395000
27,irc-20,depins,0,0x9760a9E22E5d2Aa598E1deAf90AC4b34E5EF84C9,1396000
28,irc-20,depins,0,0xD0FE9c5Ab9ea3780f69F877Fe71F14d18c3Ab649,32957000
29,irc-20,depins,0,0x4063be60A6B5546DAC963a8888693AA97B700dAD,3528000
30,irc-20,depins,0,0xFfAF890c76ED72DaFa960FCEBC05F3b80c9ec306,3822000
31,irc-20,depins,0,0xCA57EE1f335f00A0c86F09571c764a1af1767141,3897000
32,irc-20,depins,0,0x441045CfcF82c8cf029C70A3E55969614b09723f,3837000
33,irc-20,depins,0,0x8F98Fb56D4D997893a2211146cA345036d127E04,8355000
34,irc-20,depins,7000,0x7c30EbAF3C033aa448A4c0D4DC96EB78AfEcf0cD,7000
35,irc-20,depins,3000,0xb0A181c852E5Af92Bf39fe0E21b9e3cA7E347f01,108000
36,irc-20,depins,0,0xf58f3b4f3D229610eD9C06fBc50FcA47a6410965,9608000
37,irc-20,depins,31045001,0x6cB2148b721143635f2F0b1179889673C9206E70,44412000
38,irc-20,depins,0,0xC011C8eeDbC4B09D75229Dd7A031D97A09DBc275,16660000
39,irc-20,depins,0,0x530188e6490DC7a2B67717B55BaD0104AA04a5aB,1914000
40,irc-20,depins,0,0x716CA7F6a41E644E4D020FB4734991BD606CE5b8,4155000
41,irc-20,depins,160179992,0x52067C9d107F84e873Eb1DB4C717661DA2F67dc2,2887000
42,irc-20,depins,98000,0xA49787C43b78d97184d4703271FAF2f8dCF4511f,98000
43,irc-20,depins,0,0xEBc5E1399e8A48819b6B85Df9Caf076ebC0C285e,4636000
44,irc-20,depins,500000,0x0c459Add81541f6fA70CA206a38E5F08C2aFEE6a,1949000
45,irc-20,depins,0,0x80374fB5973D3c9676Fb7F21409786A0ED369ED9,101000
46,irc-20,depins,0,0xF815D1807cd03182041CFD52b08c83a21EaF50C7,301000
47,irc-20,depins,0,0xFFA17Ef7e40430C19ADcb15fA7E20B52C205DEc6,29000
48,irc-20,depins,1000,0x70dAe80baA8f1497bB1887057656B8dAd0d4D289,1000
49,irc-20,depins,1000,0x7FBaf51f737Ec10a8fC60a5fa84A382b28674D92,1000
50,irc-20,depins,233000,0x6911d6d30869124AfffEDf29906aE276a5A7cC70,233000
51,irc-20,depins,230000,0x619D146a344DCbF7Bc2876B25Ec8EDC7314fd0C9,230000
